,idx, mode, snr
170,170,morse,25
171,171,morse,25
172,172,morse,25
173,173,morse,25
174,174,morse,25
175,175,morse,25
176,176,morse,25
177,177,morse,25
178,178,morse,25
179,179,morse,25
180,180,morse,25
181,181,morse,25
182,182,morse,25
183,183,morse,25
184,184,morse,25
185,185,morse,25
186,186,morse,25
187,187,morse,25
188,188,morse,25
189,189,morse,25
190,190,morse,25
191,191,morse,25
192,192,morse,25
193,193,morse,25
194,194,morse,25
195,195,morse,25
196,196,morse,25
197,197,morse,25
198,198,morse,25
199,199,morse,25
200,200,morse,20
201,201,morse,20
202,202,morse,20
203,203,morse,20
204,204,morse,20
205,205,morse,20
206,206,morse,20
207,207,morse,20
208,208,morse,20
209,209,morse,20
210,210,morse,20
211,211,morse,20
212,212,morse,20
213,213,morse,20
214,214,morse,20
215,215,morse,20
216,216,morse,20
217,217,morse,20
218,218,morse,20
219,219,morse,20
220,220,morse,20
221,221,morse,20
222,222,morse,20
223,223,morse,20
224,224,morse,20
225,225,morse,20
226,226,morse,20
227,227,morse,20
228,228,morse,20
229,229,morse,20
230,230,morse,20
231,231,morse,20
232,232,morse,20
233,233,morse,20
234,234,morse,20
235,235,morse,20
236,236,morse,20
237,237,morse,20
238,238,morse,20
239,239,morse,20
240,240,morse,20
241,241,morse,20
242,242,morse,20
243,243,morse,20
244,244,morse,20
245,245,morse,20
246,246,morse,20
247,247,morse,20
248,248,morse,20
249,249,morse,20
250,250,morse,20
251,251,morse,20
252,252,morse,20
253,253,morse,20
254,254,morse,20
255,255,morse,20
256,256,morse,20
257,257,morse,20
258,258,morse,20
259,259,morse,20
260,260,morse,20
261,261,morse,20
262,262,morse,20
263,263,morse,20
264,264,morse,20
265,265,morse,20
266,266,morse,20
267,267,morse,20
268,268,morse,20
269,269,morse,20
270,270,morse,20
271,271,morse,20
272,272,morse,20
273,273,morse,20
274,274,morse,20
275,275,morse,20
276,276,morse,20
277,277,morse,20
278,278,morse,20
279,279,morse,20
280,280,morse,20
281,281,morse,20
282,282,morse,20
283,283,morse,20
284,284,morse,20
285,285,morse,20
286,286,morse,20
287,287,morse,20
288,288,morse,20
289,289,morse,20
290,290,morse,20
291,291,morse,20
292,292,morse,20
293,293,morse,20
294,294,morse,20
295,295,morse,20
296,296,morse,20
297,297,morse,20
298,298,morse,20
299,299,morse,20
300,300,morse,20
301,301,morse,20
302,302,morse,20
303,303,morse,20
304,304,morse,20
305,305,morse,20
306,306,morse,20
307,307,morse,20
308,308,morse,20
309,309,morse,20
310,310,morse,20
311,311,morse,20
312,312,morse,20
313,313,morse,20
314,314,morse,20
315,315,morse,20
316,316,morse,20
317,317,morse,20
318,318,morse,20
319,319,morse,20
320,320,morse,20
321,321,morse,20
322,322,morse,20
323,323,morse,20
324,324,morse,20
325,325,morse,20
326,326,morse,20
327,327,morse,20
328,328,morse,20
329,329,morse,20
330,330,morse,20
331,331,morse,20
332,332,morse,20
333,333,morse,20
334,334,morse,20
335,335,morse,20
336,336,morse,20
337,337,morse,20
338,338,morse,20
339,339,morse,20
340,340,morse,20
341,341,morse,20
342,342,morse,20
343,343,morse,20
344,344,morse,20
345,345,morse,20
346,346,morse,20
347,347,morse,20
348,348,morse,20
349,349,morse,20
350,350,morse,20
351,351,morse,20
352,352,morse,20
353,353,morse,20
354,354,morse,20
355,355,morse,20
356,356,morse,20
357,357,morse,20
358,358,morse,20
359,359,morse,20
360,360,morse,20
361,361,morse,20
362,362,morse,20
363,363,morse,20
364,364,morse,20
365,365,morse,20
366,366,morse,20
367,367,morse,20
368,368,morse,20
369,369,morse,20
370,370,morse,20
371,371,morse,20
372,372,morse,20
373,373,morse,20
374,374,morse,20
375,375,morse,20
376,376,morse,20
377,377,morse,20
378,378,morse,20
379,379,morse,20
380,380,morse,20
381,381,morse,20
382,382,morse,20
383,383,morse,20
384,384,morse,20
385,385,morse,20
386,386,morse,20
387,387,morse,20
388,388,morse,20
389,389,morse,20
390,390,morse,20
391,391,morse,20
392,392,morse,20
393,393,morse,20
394,394,morse,20
395,395,morse,20
396,396,morse,20
397,397,morse,20
398,398,morse,20
399,399,morse,20
400,400,morse,15
401,401,morse,15
402,402,morse,15
403,403,morse,15
404,404,morse,15
405,405,morse,15
406,406,morse,15
407,407,morse,15
408,408,morse,15
409,409,morse,15
410,410,morse,15
411,411,morse,15
412,412,morse,15
413,413,morse,15
414,414,morse,15
415,415,morse,15
416,416,morse,15
417,417,morse,15
418,418,morse,15
419,419,morse,15
420,420,morse,15
421,421,morse,15
422,422,morse,15
423,423,morse,15
424,424,morse,15
425,425,morse,15
426,426,morse,15
427,427,morse,15
428,428,morse,15
429,429,morse,15
430,430,morse,15
431,431,morse,15
432,432,morse,15
433,433,morse,15
434,434,morse,15
435,435,morse,15
436,436,morse,15
437,437,morse,15
438,438,morse,15
439,439,morse,15
440,440,morse,15
441,441,morse,15
442,442,morse,15
443,443,morse,15
444,444,morse,15
445,445,morse,15
446,446,morse,15
447,447,morse,15
448,448,morse,15
449,449,morse,15
450,450,morse,15
451,451,morse,15
452,452,morse,15
453,453,morse,15
454,454,morse,15
455,455,morse,15
456,456,morse,15
457,457,morse,15
458,458,morse,15
459,459,morse,15
460,460,morse,15
461,461,morse,15
462,462,morse,15
463,463,morse,15
464,464,morse,15
465,465,morse,15
466,466,morse,15
467,467,morse,15
468,468,morse,15
469,469,morse,15
470,470,morse,15
471,471,morse,15
472,472,morse,15
473,473,morse,15
474,474,morse,15
475,475,morse,15
476,476,morse,15
477,477,morse,15
478,478,morse,15
479,479,morse,15
480,480,morse,15
481,481,morse,15
482,482,morse,15
483,483,morse,15
484,484,morse,15
485,485,morse,15
486,486,morse,15
487,487,morse,15
488,488,morse,15
489,489,morse,15
490,490,morse,15
491,491,morse,15
492,492,morse,15
493,493,morse,15
494,494,morse,15
495,495,morse,15
496,496,morse,15
497,497,morse,15
498,498,morse,15
499,499,morse,15
500,500,morse,15
501,501,morse,15
502,502,morse,15
503,503,morse,15
504,504,morse,15
505,505,morse,15
506,506,morse,15
507,507,morse,15
508,508,morse,15
509,509,morse,15
510,510,morse,15
511,511,morse,15
512,512,morse,15
513,513,morse,15
514,514,morse,15
515,515,morse,15
516,516,morse,15
517,517,morse,15
518,518,morse,15
519,519,morse,15
520,520,morse,15
521,521,morse,15
522,522,morse,15
523,523,morse,15
524,524,morse,15
525,525,morse,15
526,526,morse,15
527,527,morse,15
528,528,morse,15
529,529,morse,15
530,530,morse,15
531,531,morse,15
532,532,morse,15
533,533,morse,15
534,534,morse,15
535,535,morse,15
536,536,morse,15
537,537,morse,15
538,538,morse,15
539,539,morse,15
540,540,morse,15
541,541,morse,15
542,542,morse,15
543,543,morse,15
544,544,morse,15
545,545,morse,15
546,546,morse,15
547,547,morse,15
548,548,morse,15
549,549,morse,15
550,550,morse,15
551,551,morse,15
552,552,morse,15
553,553,morse,15
554,554,morse,15
555,555,morse,15
556,556,morse,15
557,557,morse,15
558,558,morse,15
559,559,morse,15
560,560,morse,15
561,561,morse,15
562,562,morse,15
563,563,morse,15
564,564,morse,15
565,565,morse,15
566,566,morse,15
567,567,morse,15
568,568,morse,15
569,569,morse,15
570,570,morse,15
571,571,morse,15
572,572,morse,15
573,573,morse,15
574,574,morse,15
575,575,morse,15
576,576,morse,15
577,577,morse,15
578,578,morse,15
579,579,morse,15
580,580,morse,15
581,581,morse,15
582,582,morse,15
583,583,morse,15
584,584,morse,15
585,585,morse,15
586,586,morse,15
587,587,morse,15
588,588,morse,15
589,589,morse,15
590,590,morse,15
591,591,morse,15
592,592,morse,15
593,593,morse,15
594,594,morse,15
595,595,morse,15
596,596,morse,15
597,597,morse,15
598,598,morse,15
599,599,morse,15
600,600,morse,10
601,601,morse,10
602,602,morse,10
603,603,morse,10
604,604,morse,10
605,605,morse,10
606,606,morse,10
607,607,morse,10
608,608,morse,10
609,609,morse,10
610,610,morse,10
611,611,morse,10
612,612,morse,10
613,613,morse,10
614,614,morse,10
615,615,morse,10
616,616,morse,10
617,617,morse,10
618,618,morse,10
619,619,morse,10
620,620,morse,10
621,621,morse,10
622,622,morse,10
623,623,morse,10
624,624,morse,10
625,625,morse,10
626,626,morse,10
627,627,morse,10
628,628,morse,10
629,629,morse,10
630,630,morse,10
631,631,morse,10
632,632,morse,10
633,633,morse,10
634,634,morse,10
635,635,morse,10
636,636,morse,10
637,637,morse,10
638,638,morse,10
639,639,morse,10
640,640,morse,10
641,641,morse,10
642,642,morse,10
643,643,morse,10
644,644,morse,10
645,645,morse,10
646,646,morse,10
647,647,morse,10
648,648,morse,10
649,649,morse,10
650,650,morse,10
651,651,morse,10
652,652,morse,10
653,653,morse,10
654,654,morse,10
655,655,morse,10
656,656,morse,10
657,657,morse,10
658,658,morse,10
659,659,morse,10
660,660,morse,10
661,661,morse,10
662,662,morse,10
663,663,morse,10
664,664,morse,10
665,665,morse,10
666,666,morse,10
667,667,morse,10
668,668,morse,10
669,669,morse,10
670,670,morse,10
671,671,morse,10
672,672,morse,10
673,673,morse,10
674,674,morse,10
675,675,morse,10
676,676,morse,10
677,677,morse,10
678,678,morse,10
679,679,morse,10
680,680,morse,10
681,681,morse,10
682,682,morse,10
683,683,morse,10
684,684,morse,10
685,685,morse,10
686,686,morse,10
687,687,morse,10
688,688,morse,10
689,689,morse,10
690,690,morse,10
691,691,morse,10
692,692,morse,10
693,693,morse,10
694,694,morse,10
695,695,morse,10
696,696,morse,10
697,697,morse,10
698,698,morse,10
699,699,morse,10
700,700,morse,10
701,701,morse,10
702,702,morse,10
703,703,morse,10
704,704,morse,10
705,705,morse,10
706,706,morse,10
707,707,morse,10
708,708,morse,10
709,709,morse,10
710,710,morse,10
711,711,morse,10
712,712,morse,10
713,713,morse,10
714,714,morse,10
715,715,morse,10
716,716,morse,10
717,717,morse,10
718,718,morse,10
719,719,morse,10
720,720,morse,10
721,721,morse,10
722,722,morse,10
723,723,morse,10
724,724,morse,10
725,725,morse,10
726,726,morse,10
727,727,morse,10
728,728,morse,10
729,729,morse,10
730,730,morse,10
731,731,morse,10
732,732,morse,10
733,733,morse,10
734,734,morse,10
735,735,morse,10
736,736,morse,10
737,737,morse,10
738,738,morse,10
739,739,morse,10
740,740,morse,10
741,741,morse,10
742,742,morse,10
743,743,morse,10
744,744,morse,10
745,745,morse,10
746,746,morse,10
747,747,morse,10
748,748,morse,10
749,749,morse,10
750,750,morse,10
751,751,morse,10
752,752,morse,10
753,753,morse,10
754,754,morse,10
755,755,morse,10
756,756,morse,10
757,757,morse,10
758,758,morse,10
759,759,morse,10
760,760,morse,10
761,761,morse,10
762,762,morse,10
763,763,morse,10
764,764,morse,10
765,765,morse,10
766,766,morse,10
767,767,morse,10
768,768,morse,10
769,769,morse,10
770,770,morse,10
771,771,morse,10
772,772,morse,10
773,773,morse,10
774,774,morse,10
775,775,morse,10
776,776,morse,10
777,777,morse,10
778,778,morse,10
779,779,morse,10
780,780,morse,10
781,781,morse,10
782,782,morse,10
783,783,morse,10
784,784,morse,10
785,785,morse,10
786,786,morse,10
787,787,morse,10
788,788,morse,10
789,789,morse,10
790,790,morse,10
791,791,morse,10
792,792,morse,10
793,793,morse,10
794,794,morse,10
795,795,morse,10
796,796,morse,10
797,797,morse,10
798,798,morse,10
799,799,morse,10
800,800,morse,5
801,801,morse,5
802,802,morse,5
803,803,morse,5
804,804,morse,5
805,805,morse,5
806,806,morse,5
807,807,morse,5
808,808,morse,5
809,809,morse,5
810,810,morse,5
811,811,morse,5
812,812,morse,5
813,813,morse,5
814,814,morse,5
815,815,morse,5
816,816,morse,5
817,817,morse,5
818,818,morse,5
819,819,morse,5
820,820,morse,5
821,821,morse,5
822,822,morse,5
823,823,morse,5
824,824,morse,5
825,825,morse,5
826,826,morse,5
827,827,morse,5
828,828,morse,5
829,829,morse,5
830,830,morse,5
831,831,morse,5
832,832,morse,5
833,833,morse,5
834,834,morse,5
835,835,morse,5
836,836,morse,5
837,837,morse,5
838,838,morse,5
839,839,morse,5
840,840,morse,5
841,841,morse,5
842,842,morse,5
843,843,morse,5
844,844,morse,5
845,845,morse,5
846,846,morse,5
847,847,morse,5
848,848,morse,5
849,849,morse,5
850,850,morse,5
851,851,morse,5
852,852,morse,5
853,853,morse,5
854,854,morse,5
855,855,morse,5
856,856,morse,5
857,857,morse,5
858,858,morse,5
859,859,morse,5
860,860,morse,5
861,861,morse,5
862,862,morse,5
863,863,morse,5
864,864,morse,5
865,865,morse,5
866,866,morse,5
867,867,morse,5
868,868,morse,5
869,869,morse,5
870,870,morse,5
871,871,morse,5
872,872,morse,5
873,873,morse,5
874,874,morse,5
875,875,morse,5
876,876,morse,5
877,877,morse,5
878,878,morse,5
879,879,morse,5
880,880,morse,5
881,881,morse,5
882,882,morse,5
883,883,morse,5
884,884,morse,5
885,885,morse,5
886,886,morse,5
887,887,morse,5
888,888,morse,5
889,889,morse,5
890,890,morse,5
891,891,morse,5
892,892,morse,5
893,893,morse,5
894,894,morse,5
895,895,morse,5
896,896,morse,5
897,897,morse,5
898,898,morse,5
899,899,morse,5
900,900,morse,5
901,901,morse,5
902,902,morse,5
903,903,morse,5
904,904,morse,5
905,905,morse,5
906,906,morse,5
907,907,morse,5
908,908,morse,5
909,909,morse,5
910,910,morse,5
911,911,morse,5
912,912,morse,5
913,913,morse,5
914,914,morse,5
915,915,morse,5
916,916,morse,5
917,917,morse,5
918,918,morse,5
919,919,morse,5
920,920,morse,5
921,921,morse,5
922,922,morse,5
923,923,morse,5
924,924,morse,5
925,925,morse,5
926,926,morse,5
927,927,morse,5
928,928,morse,5
929,929,morse,5
930,930,morse,5
931,931,morse,5
932,932,morse,5
933,933,morse,5
934,934,morse,5
935,935,morse,5
936,936,morse,5
937,937,morse,5
938,938,morse,5
939,939,morse,5
940,940,morse,5
941,941,morse,5
942,942,morse,5
943,943,morse,5
944,944,morse,5
945,945,morse,5
946,946,morse,5
947,947,morse,5
948,948,morse,5
949,949,morse,5
950,950,morse,5
951,951,morse,5
952,952,morse,5
953,953,morse,5
954,954,morse,5
955,955,morse,5
956,956,morse,5
957,957,morse,5
958,958,morse,5
959,959,morse,5
960,960,morse,5
961,961,morse,5
962,962,morse,5
963,963,morse,5
964,964,morse,5
965,965,morse,5
966,966,morse,5
967,967,morse,5
968,968,morse,5
969,969,morse,5
970,970,morse,5
971,971,morse,5
972,972,morse,5
973,973,morse,5
974,974,morse,5
975,975,morse,5
976,976,morse,5
977,977,morse,5
978,978,morse,5
979,979,morse,5
980,980,morse,5
981,981,morse,5
982,982,morse,5
983,983,morse,5
984,984,morse,5
985,985,morse,5
986,986,morse,5
987,987,morse,5
988,988,morse,5
989,989,morse,5
990,990,morse,5
991,991,morse,5
992,992,morse,5
993,993,morse,5
994,994,morse,5
995,995,morse,5
996,996,morse,5
997,997,morse,5
998,998,morse,5
999,999,morse,5
1000,1000,morse,0
1001,1001,morse,0
1002,1002,morse,0
1003,1003,morse,0
1004,1004,morse,0
1005,1005,morse,0
1006,1006,morse,0
1007,1007,morse,0
1008,1008,morse,0
1009,1009,morse,0
1010,1010,morse,0
1011,1011,morse,0
1012,1012,morse,0
1013,1013,morse,0
1014,1014,morse,0
1015,1015,morse,0
1016,1016,morse,0
1017,1017,morse,0
1018,1018,morse,0
1019,1019,morse,0
1020,1020,morse,0
1021,1021,morse,0
1022,1022,morse,0
1023,1023,morse,0
1024,1024,morse,0
1025,1025,morse,0
1026,1026,morse,0
1027,1027,morse,0
1028,1028,morse,0
1029,1029,morse,0
1030,1030,morse,0
1031,1031,morse,0
1032,1032,morse,0
1033,1033,morse,0
1034,1034,morse,0
1035,1035,morse,0
1036,1036,morse,0
1037,1037,morse,0
1038,1038,morse,0
1039,1039,morse,0
1040,1040,morse,0
1041,1041,morse,0
1042,1042,morse,0
1043,1043,morse,0
1044,1044,morse,0
1045,1045,morse,0
1046,1046,morse,0
1047,1047,morse,0
1048,1048,morse,0
1049,1049,morse,0
1050,1050,morse,0
1051,1051,morse,0
1052,1052,morse,0
1053,1053,morse,0
1054,1054,morse,0
1055,1055,morse,0
1056,1056,morse,0
1057,1057,morse,0
1058,1058,morse,0
1059,1059,morse,0
1060,1060,morse,0
1061,1061,morse,0
1062,1062,morse,0
1063,1063,morse,0
1064,1064,morse,0
1065,1065,morse,0
1066,1066,morse,0
1067,1067,morse,0
1068,1068,morse,0
1069,1069,morse,0
1070,1070,morse,0
1071,1071,morse,0
1072,1072,morse,0
1073,1073,morse,0
1074,1074,morse,0
1075,1075,morse,0
1076,1076,morse,0
1077,1077,morse,0
1078,1078,morse,0
1079,1079,morse,0
1080,1080,morse,0
1081,1081,morse,0
1082,1082,morse,0
1083,1083,morse,0
1084,1084,morse,0
1085,1085,morse,0
1086,1086,morse,0
1087,1087,morse,0
1088,1088,morse,0
1089,1089,morse,0
1090,1090,morse,0
1091,1091,morse,0
1092,1092,morse,0
1093,1093,morse,0
1094,1094,morse,0
1095,1095,morse,0
1096,1096,morse,0
1097,1097,morse,0
1098,1098,morse,0
1099,1099,morse,0
1100,1100,morse,0
1101,1101,morse,0
1102,1102,morse,0
1103,1103,morse,0
1104,1104,morse,0
1105,1105,morse,0
1106,1106,morse,0
1107,1107,morse,0
1108,1108,morse,0
1109,1109,morse,0
1110,1110,morse,0
1111,1111,morse,0
1112,1112,morse,0
1113,1113,morse,0
1114,1114,morse,0
1115,1115,morse,0
1116,1116,morse,0
1117,1117,morse,0
1118,1118,morse,0
1119,1119,morse,0
1120,1120,morse,0
1121,1121,morse,0
1122,1122,morse,0
1123,1123,morse,0
1124,1124,morse,0
1125,1125,morse,0
1126,1126,morse,0
1127,1127,morse,0
1128,1128,morse,0
1129,1129,morse,0
1130,1130,morse,0
1131,1131,morse,0
1132,1132,morse,0
1133,1133,morse,0
1134,1134,morse,0
1135,1135,morse,0
1136,1136,morse,0
1137,1137,morse,0
1138,1138,morse,0
1139,1139,morse,0
1140,1140,morse,0
1141,1141,morse,0
1142,1142,morse,0
1143,1143,morse,0
1144,1144,morse,0
1145,1145,morse,0
1146,1146,morse,0
1147,1147,morse,0
1148,1148,morse,0
1149,1149,morse,0
1150,1150,morse,0
1151,1151,morse,0
1152,1152,morse,0
1153,1153,morse,0
1154,1154,morse,0
1155,1155,morse,0
1156,1156,morse,0
1157,1157,morse,0
1158,1158,morse,0
1159,1159,morse,0
1160,1160,morse,0
1161,1161,morse,0
1162,1162,morse,0
1163,1163,morse,0
1164,1164,morse,0
1165,1165,morse,0
1166,1166,morse,0
1167,1167,morse,0
1168,1168,morse,0
1169,1169,morse,0
1170,1170,morse,0
1171,1171,morse,0
1172,1172,morse,0
1173,1173,morse,0
1174,1174,morse,0
1175,1175,morse,0
1176,1176,morse,0
1177,1177,morse,0
1178,1178,morse,0
1179,1179,morse,0
1180,1180,morse,0
1181,1181,morse,0
1182,1182,morse,0
1183,1183,morse,0
1184,1184,morse,0
1185,1185,morse,0
1186,1186,morse,0
1187,1187,morse,0
1188,1188,morse,0
1189,1189,morse,0
1190,1190,morse,0
1191,1191,morse,0
1192,1192,morse,0
1193,1193,morse,0
1194,1194,morse,0
1195,1195,morse,0
1196,1196,morse,0
1197,1197,morse,0
1198,1198,morse,0
1199,1199,morse,0
1200,1200,morse,-5
1201,1201,morse,-5
1202,1202,morse,-5
1203,1203,morse,-5
1204,1204,morse,-5
1205,1205,morse,-5
1206,1206,morse,-5
1207,1207,morse,-5
1208,1208,morse,-5
1209,1209,morse,-5
1210,1210,morse,-5
1211,1211,morse,-5
1212,1212,morse,-5
1213,1213,morse,-5
1214,1214,morse,-5
1215,1215,morse,-5
1216,1216,morse,-5
1217,1217,morse,-5
1218,1218,morse,-5
1219,1219,morse,-5
1220,1220,morse,-5
1221,1221,morse,-5
1222,1222,morse,-5
1223,1223,morse,-5
1224,1224,morse,-5
1225,1225,morse,-5
1226,1226,morse,-5
1227,1227,morse,-5
1228,1228,morse,-5
1229,1229,morse,-5
1230,1230,morse,-5
1231,1231,morse,-5
1232,1232,morse,-5
1233,1233,morse,-5
1234,1234,morse,-5
1235,1235,morse,-5
1236,1236,morse,-5
1237,1237,morse,-5
1238,1238,morse,-5
1239,1239,morse,-5
1240,1240,morse,-5
1241,1241,morse,-5
1242,1242,morse,-5
1243,1243,morse,-5
1244,1244,morse,-5
1245,1245,morse,-5
1246,1246,morse,-5
1247,1247,morse,-5
1248,1248,morse,-5
1249,1249,morse,-5
1250,1250,morse,-5
1251,1251,morse,-5
1252,1252,morse,-5
1253,1253,morse,-5
1254,1254,morse,-5
1255,1255,morse,-5
1256,1256,morse,-5
1257,1257,morse,-5
1258,1258,morse,-5
1259,1259,morse,-5
1260,1260,morse,-5
1261,1261,morse,-5
1262,1262,morse,-5
1263,1263,morse,-5
1264,1264,morse,-5
1265,1265,morse,-5
1266,1266,morse,-5
1267,1267,morse,-5
1268,1268,morse,-5
1269,1269,morse,-5
1270,1270,morse,-5
1271,1271,morse,-5
1272,1272,morse,-5
1273,1273,morse,-5
1274,1274,morse,-5
1275,1275,morse,-5
1276,1276,morse,-5
1277,1277,morse,-5
1278,1278,morse,-5
1279,1279,morse,-5
1280,1280,morse,-5
1281,1281,morse,-5
1282,1282,morse,-5
1283,1283,morse,-5
1284,1284,morse,-5
1285,1285,morse,-5
1286,1286,morse,-5
1287,1287,morse,-5
1288,1288,morse,-5
1289,1289,morse,-5
1290,1290,morse,-5
1291,1291,morse,-5
1292,1292,morse,-5
1293,1293,morse,-5
1294,1294,morse,-5
1295,1295,morse,-5
1296,1296,morse,-5
1297,1297,morse,-5
1298,1298,morse,-5
1299,1299,morse,-5
1300,1300,morse,-5
1301,1301,morse,-5
1302,1302,morse,-5
1303,1303,morse,-5
1304,1304,morse,-5
1305,1305,morse,-5
1306,1306,morse,-5
1307,1307,morse,-5
1308,1308,morse,-5
1309,1309,morse,-5
1310,1310,morse,-5
1311,1311,morse,-5
1312,1312,morse,-5
1313,1313,morse,-5
1314,1314,morse,-5
1315,1315,morse,-5
1316,1316,morse,-5
1317,1317,morse,-5
1318,1318,morse,-5
1319,1319,morse,-5
1320,1320,morse,-5
1321,1321,morse,-5
1322,1322,morse,-5
1323,1323,morse,-5
1324,1324,morse,-5
1325,1325,morse,-5
1326,1326,morse,-5
1327,1327,morse,-5
1328,1328,morse,-5
1329,1329,morse,-5
1330,1330,morse,-5
1331,1331,morse,-5
1332,1332,morse,-5
1333,1333,morse,-5
1334,1334,morse,-5
1335,1335,morse,-5
1336,1336,morse,-5
1337,1337,morse,-5
1338,1338,morse,-5
1339,1339,morse,-5
1340,1340,morse,-5
1341,1341,morse,-5
1342,1342,morse,-5
1343,1343,morse,-5
1344,1344,morse,-5
1345,1345,morse,-5
1346,1346,morse,-5
1347,1347,morse,-5
1348,1348,morse,-5
1349,1349,morse,-5
1350,1350,morse,-5
1351,1351,morse,-5
1352,1352,morse,-5
1353,1353,morse,-5
1354,1354,morse,-5
1355,1355,morse,-5
1356,1356,morse,-5
1357,1357,morse,-5
1358,1358,morse,-5
1359,1359,morse,-5
1360,1360,morse,-5
1361,1361,morse,-5
1362,1362,morse,-5
1363,1363,morse,-5
1364,1364,morse,-5
1365,1365,morse,-5
1366,1366,morse,-5
1367,1367,morse,-5
1368,1368,morse,-5
1369,1369,morse,-5
1370,1370,morse,-5
1371,1371,morse,-5
1372,1372,morse,-5
1373,1373,morse,-5
1374,1374,morse,-5
1375,1375,morse,-5
1376,1376,morse,-5
1377,1377,morse,-5
1378,1378,morse,-5
1379,1379,morse,-5
1380,1380,morse,-5
1381,1381,morse,-5
1382,1382,morse,-5
1383,1383,morse,-5
1384,1384,morse,-5
1385,1385,morse,-5
1386,1386,morse,-5
1387,1387,morse,-5
1388,1388,morse,-5
1389,1389,morse,-5
1390,1390,morse,-5
1391,1391,morse,-5
1392,1392,morse,-5
1393,1393,morse,-5
1394,1394,morse,-5
1395,1395,morse,-5
1396,1396,morse,-5
1397,1397,morse,-5
1398,1398,morse,-5
1399,1399,morse,-5
1400,1400,morse,-10
1401,1401,morse,-10
1402,1402,morse,-10
1403,1403,morse,-10
1404,1404,morse,-10
1405,1405,morse,-10
1406,1406,morse,-10
1407,1407,morse,-10
1408,1408,morse,-10
1409,1409,morse,-10
1410,1410,morse,-10
1411,1411,morse,-10
1412,1412,morse,-10
1413,1413,morse,-10
1414,1414,morse,-10
1415,1415,morse,-10
1416,1416,morse,-10
1417,1417,morse,-10
1418,1418,morse,-10
1419,1419,morse,-10
1420,1420,morse,-10
1421,1421,morse,-10
1422,1422,morse,-10
1423,1423,morse,-10
1424,1424,morse,-10
1425,1425,morse,-10
1426,1426,morse,-10
1427,1427,morse,-10
1428,1428,morse,-10
1429,1429,morse,-10
1430,1430,morse,-10
